locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMUR_02674	CDS	1014	xerD_5			Tyrosine recombinase XerD
PMUR_02675	CDS	201				hypothetical protein
PMUR_02676	CDS	459				hypothetical protein
PMUR_02677	CDS	588				hypothetical protein
PMUR_02678	CDS	525				hypothetical protein
PMUR_02679	CDS	852				hypothetical protein
PMUR_02680	tRNA	89				tRNA-Ser(gga)
PMUR_02681	CDS	780	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
PMUR_02682	CDS	975		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
PMUR_02683	CDS	759				hypothetical protein
PMUR_02684	CDS	945				hypothetical protein
PMUR_02685	CDS	690	cmk_2	2.7.4.25	COG0283	Cytidylate kinase
PMUR_02686	CDS	858	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
PMUR_02687	CDS	1119		3.6.-.-	COG1703	putative GTPase
PMUR_02688	CDS	1068				hypothetical protein
PMUR_02689	CDS	5595				hypothetical protein
PMUR_02690	CDS	423				hypothetical protein
PMUR_02691	CDS	225				hypothetical protein
PMUR_02692	CDS	465				hypothetical protein
PMUR_02693	CDS	150				hypothetical protein
PMUR_02694	CDS	405				IS982 family transposase IS195
PMUR_02695	CDS	420				hypothetical protein
PMUR_02696	CDS	231				hypothetical protein
PMUR_02697	CDS	489				hypothetical protein
PMUR_02698	tRNA	74				tRNA-Gly(gcc)
PMUR_02699	tRNA	87				tRNA-Leu(taa)
PMUR_02700	CDS	1740				hypothetical protein
PMUR_02701	CDS	1005				hypothetical protein
PMUR_02702	CDS	1548	comM		COG0606	Competence protein ComM
PMUR_02703	CDS	909				hypothetical protein
PMUR_02704	CDS	1521	patA_2	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
PMUR_02705	CDS	1050				hypothetical protein
PMUR_02706	CDS	1287	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
PMUR_02707	CDS	3018				hypothetical protein
PMUR_02708	CDS	1305	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PMUR_02709	CDS	618	resA_7			Thiol-disulfide oxidoreductase ResA
PMUR_02710	CDS	891	folP	2.5.1.15	COG0294	Dihydropteroate synthase
PMUR_02711	CDS	771	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
PMUR_02712	CDS	1011	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
PMUR_02713	CDS	1194	ackA	2.7.2.1	COG0282	Acetate kinase
PMUR_02714	CDS	696				hypothetical protein
PMUR_02715	CDS	1179				hypothetical protein
PMUR_02716	CDS	1017	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
PMUR_02717	CDS	1059	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
PMUR_02718	CDS	663				hypothetical protein
PMUR_02719	CDS	816	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
PMUR_02720	CDS	1491				hypothetical protein
PMUR_02721	CDS	195				hypothetical protein
PMUR_02722	CDS	1401	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PMUR_02723	CDS	903				hypothetical protein
PMUR_02724	CDS	1434				hypothetical protein
PMUR_02725	CDS	396				hypothetical protein
PMUR_02726	CDS	1506				hypothetical protein
PMUR_02727	CDS	2100				hypothetical protein
PMUR_02728	CDS	2607				hypothetical protein
PMUR_02729	CDS	555				hypothetical protein
PMUR_02730	CDS	1398				hypothetical protein
PMUR_02731	CDS	1257				hypothetical protein
PMUR_02732	CDS	1053				hypothetical protein
PMUR_02733	CDS	273				hypothetical protein
PMUR_02734	CDS	144				hypothetical protein
PMUR_02735	CDS	1575				hypothetical protein
PMUR_02736	CDS	1821	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
PMUR_02737	CDS	477	rnhA	3.1.26.4	COG3341	Ribonuclease H
PMUR_02738	CDS	933	ribD		COG0117	Riboflavin biosynthesis protein RibD
PMUR_02739	CDS	141				hypothetical protein
PMUR_02740	CDS	873	prmC	2.1.1.297		Release factor glutamine methyltransferase
PMUR_02741	CDS	480	recX			Regulatory protein RecX
PMUR_02742	CDS	726				hypothetical protein
PMUR_02743	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PMUR_02744	CDS	414				hypothetical protein
PMUR_02745	CDS	1341	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PMUR_02746	CDS	618				hypothetical protein
PMUR_02747	CDS	1362	trpB	4.2.1.20		Tryptophan synthase beta chain
PMUR_02748	CDS	609				hypothetical protein
PMUR_02749	CDS	306	melR			Melibiose operon regulatory protein
PMUR_02750	CDS	549				hypothetical protein
PMUR_02751	CDS	3813	rhaR_5			HTH-type transcriptional activator RhaR
PMUR_02752	CDS	144				hypothetical protein
PMUR_02753	CDS	1416				hypothetical protein
PMUR_02754	CDS	1257	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PMUR_02755	CDS	1950				hypothetical protein
PMUR_02756	CDS	132				hypothetical protein
PMUR_02757	CDS	936	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
PMUR_02758	CDS	927	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
PMUR_02759	CDS	1011	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
PMUR_02760	CDS	432	mscL		COG1970	Large-conductance mechanosensitive channel
PMUR_02761	CDS	438				hypothetical protein
PMUR_02762	CDS	729				hypothetical protein
PMUR_02763	CDS	1932				hypothetical protein
PMUR_02764	CDS	1536				hypothetical protein
PMUR_02765	CDS	1512				hypothetical protein
PMUR_02766	CDS	2391				hypothetical protein
PMUR_02767	CDS	261				hypothetical protein
PMUR_02768	CDS	1569				hypothetical protein
PMUR_02769	CDS	987				hypothetical protein
PMUR_02770	CDS	1254				hypothetical protein
PMUR_02771	CDS	459				hypothetical protein
PMUR_02772	tRNA	76				tRNA-Arg(tct)
PMUR_02773	CDS	192				hypothetical protein
PMUR_02774	CDS	501	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
PMUR_02775	CDS	1026	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
PMUR_02776	CDS	1188	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
PMUR_02777	CDS	96				hypothetical protein
PMUR_02778	tRNA	75				tRNA-Pro(tgg)
PMUR_02779	CDS	1095				hypothetical protein
PMUR_02780	CDS	906				IS982 family transposase IS195
PMUR_02781	CDS	1068				hypothetical protein
PMUR_02782	tRNA	74				tRNA-Phe(gaa)
PMUR_02783	tRNA	74				tRNA-Pro(cgg)
PMUR_02784	tRNA	77				tRNA-Ala(ggc)
PMUR_02785	rRNA	1528				16S ribosomal RNA
PMUR_02786	CDS	195				hypothetical protein
